Symbol,Description,Sector,Industry
HDELY,HEIDELBERG MATERIALS AG,Non-energy minerals,Construction materials
GBOOF,"Grupo Financiero Banorte, S.A.B. De C.V.",Finance,Major banks
GBOOY,"Grupo Financiero Banorte, S.A.B. De C.V.",Finance,Major banks
RNECF,Renesas Electronics Corp,Electronic technology,Semiconductors
NISTF,Nippon Steel Corporation,Non-energy minerals,Steel
BLDR,"Builders FirstSource, Inc.",Retail trade,Home improvement chains
MKL,Markel Group Inc.,Finance,Property/Casualty insurance
ZBRA,Zebra Technologies Corporation,Electronic technology,Computer processing hardware
EVGGF,Evolution AB,Technology services,Packaged software
SGSOY,SGS SA,Commercial services,Miscellaneous commercial services
NTRS,Northern Trust Corporation,Finance,Investment managers
NTRSO,"Northern Trust Corporation - Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock",Finance,Investment managers
RPGRY,REA Group Ltd,Commercial services,Advertising/Marketing services
OMC,Omnicom Group Inc.,Commercial services,Advertising/Marketing services
RCI,"Rogers Communication, Inc.",Communications,Wireless telecommunications
TS,Tenaris S.A.,Non-energy minerals,Steel
EVVTY,Evolution AB,Technology services,Packaged software
GXYYY,"Galaxy Entertainment Group, Ltd.",Consumer services,Casinos/Gaming
PRDSF,Prada Spa,Consumer non-durables,Consumer sundries
BBY,"Best Buy Co., Inc.",Retail trade,Electronics/Appliance stores
ERIE,Erie Indemnity Company,Finance,Property/Casualty insurance
SGSOF,SGS SA,Commercial services,Miscellaneous commercial services
DWAHY,Daiwa House Industry Co. Ltd.,Consumer durables,Homebuilding
GXYEF,"Galaxy Entertainment Group, Ltd.",Consumer services,Casinos/Gaming
HRNNF,Hydro One Ltd,Utilities,Electric utilities
ETTYF,Essity Aktiebolag Publ,Consumer non-durables,Household/Personal care
PRDSY,Prada Spa,Consumer non-durables,Consumer sundries
CSL,Carlisle Companies Incorporated,Producer manufacturing,Building products
WSO,"Watsco, Inc.",Producer manufacturing,Building products
HOLX,"Hologic, Inc.",Health technology,Medical specialties
AER,AerCap Holdings N.V.,Finance,Finance/Rental/Leasing
APTPF,"Airports of Thailand Public Co., Ltd.",Transportation,Other transportation
AJINY,"Ajinomoto Co., Inc.",Consumer non-durables,Food: specialty/candy
SZKMF,Suzuki Motor Co.,Consumer durables,Motor vehicles
WSO.B,"Watsco, Inc.",Producer manufacturing,Building products
SZKMY,Suzuki Motor Co.,Consumer durables,Motor vehicles
TNRSF,Tenaris S.A.,Non-energy minerals,Steel
DRI,"Darden Restaurants, Inc.",Consumer services,Restaurants
CHKP,Check Point Software Technologies Ltd.,Technology services,Internet software/Services
HLBZF,HEIDELBERG MATERIALS AG,Non-energy minerals,Construction materials
CRBG,Corebridge Financial Inc.,Finance,Investment managers
MOH,Molina Healthcare Inc,Health services,Managed health care
NSKFF,Kongsberg Gruppen ASA,Electronic technology,Aerospace & defense
MITEF,Mitsubishi Estate Co. Ltd.,Finance,Real estate development
CNP,"CenterPoint Energy, Inc (Holding Co)",Utilities,Electric utilities
UNICY,Unicharm Corp.,Consumer non-durables,Household/Personal care
TME,Tencent Music Entertainment Group,Technology services,Internet software/Services
ZTO,ZTO Express (Cayman) Inc.,Transportation,Air freight/Couriers
MITEY,Mitsubishi Estate Co. Ltd.,Finance,Real estate development
FOX,Fox Corporation,Consumer services,Broadcasting
FOXA,Fox Corporation,Consumer services,Broadcasting
LNVGF,Lenovo Group Ltd.,Electronic technology,Computer processing hardware
YZCAY,YANKUANG ENERGY GROUP CO LTD.,Energy minerals,Coal
KBGGY,Kongsberg Gruppen ASA,Electronic technology,Aerospace & defense
UMC,United Microelectronics Corporation (NEW),Electronic technology,Semiconductors
UNCHF,Unicharm Corp.,Consumer non-durables,Household/Personal care
JBHT,"J.B. Hunt Transport Services, Inc.",Transportation,Trucking
TLKMF,PT Telekomunick,Communications,Wireless telecommunications
ICLR,ICON plc,Commercial services,Miscellaneous commercial services
BMBLF,"Brambles, Ltd.",Transportation,Air freight/Couriers
ALFVY,Alfa-Laval AB,Producer manufacturing,Industrial machinery
DG,Dollar General Corporation,Retail trade,Discount stores
NRG,"NRG Energy, Inc.",Utilities,Electric utilities
ESS,"Essex Property Trust, Inc.",Finance,Real estate investment trusts
ULTA,"Ulta Beauty, Inc.",Retail trade,Specialty stores
BALL,Ball Corporation,Process industries,Containers/Packaging
SSNC,"SS&C Technologies Holdings, Inc.",Technology services,Information technology services
MAA/PI,"Mid-America Apartment Communities, Inc. 8.50% Series I Cumulative Redeemable Preferred Stock",Finance,Real estate investment trusts
MAA,"Mid-America Apartment Communities, Inc.",Finance,Real estate investment trusts
FDS,FactSet Research Systems Inc.,Technology services,Data processing services
GEN,Gen Digital Inc.,Technology services,Packaged software
TEZNY,Terna Rete Elettrica Nazionale SPA,Utilities,Electric utilities
NPPHY,"Nippon Paint Holdings Co., Ltd.",Process industries,Industrial specialties
L,Loews Corporation,Finance,Property/Casualty insurance
TER,"Teradyne, Inc.",Electronic technology,Electronic production equipment
KRYAY,Kerry Group plc,Consumer non-durables,Food: specialty/candy
TLK,"PT Telekomunikasi Indonesia, Tbk",Communications,Wireless telecommunications
J,Jacobs Solutions Inc.,Technology services,Data processing services
SNA,Snap-On Incorporated,Consumer durables,Tools & hardware
DGX,Quest Diagnostics Incorporated,Health services,Services to the health industry
BSBR,Banco Santander Brasil SA,Finance,Major banks
KRYAF,Kerry Group plc,Consumer non-durables,Food: specialty/candy
PSZKY,Powszechna Kasa Oszczednosci Bank Polski SA,Finance,Major banks
YUMC,"Yum China Holdings, Inc.",Consumer services,Restaurants
ZTCOF,Zte Corp.,Electronic technology,Telecommunications equipment
RYAN,"Ryan Specialty Holdings, Inc.",Finance,Insurance brokers/Services
TELNY,Telenor ASA,Communications,Major telecommunications
NURAF,Nomura Research Institute Ltd.,Technology services,Information technology services
TELNF,Telenor ASA,Communications,Major telecommunications
HRL,Hormel Foods Corporation,Consumer non-durables,Food: meat/fish/dairy
BXBLY,"Brambles, Ltd.",Transportation,Air freight/Couriers
TRMLF,Tourmaline Oil Corp.,Energy minerals,Oil & gas production
QBIEY,QBE Insurance Group Ltd.,Finance,Property/Casualty insurance
SYIEY,Symrise Ag,Process industries,Chemicals: specialty
EXPD,"Expeditors International of Washington, Inc.",Transportation,Air freight/Couriers
CPPCY,CP All Public Co Ltd,Retail trade,Food retail
CTRA,Coterra Energy Inc.,Energy minerals,Integrated oil
WSM,"Williams-Sonoma, Inc.",Retail trade,Specialty stores
UTHR,United Therapeutics Corporation,Health technology,Pharmaceuticals: major
PSTG,"Pure Storage, Inc.",Electronic technology,Computer peripherals
WMG,Warner Music Group Corp.,Commercial services,Commercial printing/Forms
NRILY,Nomura Research Institute Ltd.,Technology services,Information technology services
LGGNY,Legal & General Group Plc,Finance,Multi-line insurance
ALMMF,Aluminum Corporation of China Ltd.,Distribution services,Wholesale distributors
AVY,Avery Dennison Corporation,Process industries,Containers/Packaging
PODD,Insulet Corporation,Health technology,Medical specialties
EDPFY,EDP Energias de Portugal SA,Utilities,Electric utilities
LNVGY,Lenovo Group Ltd.,Electronic technology,Computer processing hardware
IEX,IDEX Corporation,Producer manufacturing,Industrial machinery
LGGNF,Legal & General Group Plc,Finance,Multi-line insurance
RPM,RPM International Inc.,Process industries,Industrial specialties
PNR,Pentair plc.,Producer manufacturing,Industrial machinery
MANH,"Manhattan Associates, Inc.",Technology services,Packaged software
SNMRY,Snam S.p.A.,Utilities,Gas distributors
DT,"Dynatrace, Inc.",Technology services,Packaged software
NI,NiSource Inc,Utilities,Gas distributors
RPRX,Royalty Pharma plc,Health technology,Pharmaceuticals: major
FNF,"FNF Group of Fidelity National Financial, Inc.",Finance,Specialty insurance
DUAVF,DASSAULT AVIATION,Electronic technology,Aerospace & defense
GPC,Genuine Parts Company,Distribution services,Wholesale distributors
KGSPY,Kingspan Group plc.,Producer manufacturing,Building products
TRATY,Traton SE,Consumer durables,Motor vehicles
PSKOF,ORLEN SA,Energy minerals,Oil refining/Marketing
DKS,Dick's Sporting Goods Inc,Retail trade,Specialty stores
ELCPF,EDP Energias de Portugal SA,Utilities,Electric utilities
AVVIY,Aviva Plc,Finance,Multi-line insurance
OC,Owens Corning Inc,Process industries,Containers/Packaging
CLPXY,China Longyuan Power Group,Utilities,Alternative power generation
SOMLY,"Secom Co., Ltd.",Commercial services,Miscellaneous commercial services
SKHSY,Sekisui House Ltd.,Finance,Real estate development
EC,Ecopetrol S.A.,Energy minerals,Integrated oil
CLPXF,China Longyuan Power Group,Utilities,Alternative power generation
ALGN,"Align Technology, Inc.",Health technology,Medical specialties
CABGY,Carlsberg AS,Consumer non-durables,Beverages: alcoholic
RS,"Reliance, Inc.",Non-energy minerals,Steel
AIVAF,Aviva Plc,Finance,Multi-line insurance
BURL,"Burlington Stores, Inc.",Retail trade,Apparel/Footwear retail
SKHSF,Sekisui House Ltd.,Finance,Real estate development
MONRF,Moncler S.P.A.,Consumer non-durables,Apparel/Footwear
NRSCF,"Nomura Holdings, Inc.",Finance,Investment banks/Brokers
KUBTF,Kubota Corp.,Producer manufacturing,Trucks/Construction/Farm machinery
KKPNY,Royal KPN NV,Communications,Major telecommunications
MRO,Marathon Oil Corporation,Energy minerals,Integrated oil
SMCI,"Super Micro Computer, Inc.",Electronic technology,Computer processing hardware
NXGPY,Next Group Plc,Retail trade,Department stores
AKAM,"Akamai Technologies, Inc.",Technology services,Data processing services
EG,"Everest Group, Ltd.",Finance,Property/Casualty insurance
KKPNF,Royal KPN NV,Communications,Major telecommunications
CABJF,Carlsberg AS,Consumer non-durables,Beverages: alcoholic
XPO,"XPO, Inc.",Transportation,Trucking
TXT,Textron Inc.,Electronic technology,Aerospace & defense
NPNYY,Nippon Yusen Kabushiki Kaisha,Transportation,Marine shipping
JXHGF,Eneos Holdings Inc.,Energy minerals,Oil refining/Marketing
ICTEF,"International Container Terminal Services, Inc.",Transportation,Other transportation
USFD,US Foods Holding Corp.,Distribution services,Food distributors
KUBTY,Kubota Corp.,Producer manufacturing,Trucks/Construction/Farm machinery
NMR,Nomura Holdings Inc,Finance,Investment banks/Brokers
TRMB,Trimble Inc.,Technology services,Packaged software
JXHLY,Eneos Holdings Inc.,Energy minerals,Oil refining/Marketing
MONRY,Moncler S.P.A.,Consumer non-durables,Apparel/Footwear
ONON,On Holding AG,Consumer non-durables,Apparel/Footwear
THC,Tenet Healthcare Corporation,Health services,Hospital/Nursing management
AMCR,Amcor plc,Process industries,Containers/Packaging
SNMCY,Suncorp Group Ltd,Finance,Multi-line insurance
IDDTF,Industrivarden AB,Finance,Financial conglomerates
VIV,Telefonica Brasil S.A.,Communications,Specialty telecommunications
LNT,Alliant Energy Corporation,Utilities,Electric utilities
TOL,"Toll Brothers, Inc.",Consumer durables,Homebuilding
PEXNY,"PTT Exploration & Production Public Co., Ltd.",Energy minerals,Integrated oil
XROLF,Xero Ltd.,Technology services,Packaged software
GMAB,Genmab A/S,Health technology,Pharmaceuticals: major
BZLFY,Bunzl plc,Distribution services,Wholesale distributors
EMBVF,Arca Continental SAB de CV,Consumer non-durables,Beverages: non-alcoholic
DQJCY,Pan Pac Intl Hldgs Corp.,Retail trade,Specialty stores
GPOVF,Grupo Carso S.A. de CV,Retail trade,Department stores
REPYY,Repsol S.A.,Energy minerals,Integrated oil
GFIOF,Gold Fields Ltd.,Non-energy minerals,Precious metals
CF,"CF Industries Holdings, Inc.",Process industries,Chemicals: agricultural
BSY,"Bentley Systems, Incorporated",Technology services,Information technology services
GFI,Gold Fields Limited,Non-energy minerals,Precious metals
REPYF,Repsol S.A.,Energy minerals,Integrated oil
CASY,"Caseys General Stores, Inc.",Retail trade,Specialty stores
FTAIO,FTAI Aviation Ltd. - 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares,Electronic technology,Aerospace & defense
FTAIN,FTAI Aviation Ltd. - 8.25% Fixed-Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,Electronic technology,Aerospace & defense
FTAIM,FTAI Aviation Ltd. - 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,Electronic technology,Aerospace & defense
FTAI,FTAI Aviation Ltd.,Electronic technology,Aerospace & defense
HOKCY,"Hong Kong & China Gas Co., Ltd.",Utilities,Gas distributors
H,Hyatt Hotels Corporation,Consumer services,Hotels/Resorts/Cruise lines
GNMSF,Genmab A/S,Health technology,Pharmaceuticals: major
ACM,AECOM,Industrial services,Engineering & construction
SSLZY,Santos Ltd.,Energy minerals,Oil & gas production
GLPEF,"Galp Energia, SA",Energy minerals,Integrated oil
BAP,Credicorp Ltd.,Finance,Major banks
TYNPF,Nippon Sanso Holdings Corp.,Process industries,Chemicals: specialty
DOCU,"DocuSign, Inc.",Technology services,Packaged software
JBL,Jabil Inc.,Producer manufacturing,Industrial machinery
SINGY,Singapore Airlines Ltd.,Transportation,Airlines
SURDF,"Sumitomo Realty & Development Co., Ltd.",Finance,Real estate development
BVVBY,Bureau Veritas SA,Commercial services,Miscellaneous commercial services
STOSF,Santos Ltd.,Energy minerals,Oil & gas production
STMZF,Scottish Mortgage Investment Trust PLC,Miscellaneous,Investment trusts/Mutual funds
EQH,"Equitable Holdings, Inc.",Finance,Life/Health insurance
EQH/PC,"Equitable Holdings, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series C",Finance,Life/Health insurance
EQH/PA,"Equitable Holdings, Inc. Depositary Shares",Finance,Life/Health insurance
KAEPY,"Kansai Electric Power Co., Inc. (The)",Utilities,Electric utilities
NDSN,Nordson Corporation,Producer manufacturing,Industrial machinery
SWKS,"Skyworks Solutions, Inc.",Electronic technology,Semiconductors
WLMIY,"Wilmar International, Ltd.",Process industries,Agricultural commodities/Milling
RGA,"Reinsurance Group of America, Incorporated",Finance,Multi-line insurance
RZB,"Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056",Finance,Multi-line insurance
CNH,CNH Industrial N.V.,Producer manufacturing,Trucks/Construction/Farm machinery
MORN,"Morningstar, Inc.",Finance,Investment managers
NCLTY,"Nitori Holdings Co., Ltd.",Retail trade,Specialty stores
FIX,"Comfort Systems USA, Inc.",Industrial services,Engineering & construction
WES,"Western Midstream Partners, LP",Industrial services,Oil & gas pipelines
HOKCF,"Hong Kong & China Gas Co., Ltd.",Utilities,Gas distributors
NCBDF,"Bandai Namco Holdings, Inc.",Consumer durables,Recreational products
GGG,Graco Inc.,Producer manufacturing,Industrial machinery
OBIIF,Obic Co. Ltd.,Technology services,Information technology services
FINMY,Leonardo S.P.A.,Electronic technology,Aerospace & defense
SINGF,Singapore Airlines Ltd.,Transportation,Airlines
BKHYY,Bank Hapoalim B.M.,Finance,Major banks
POOL,Pool Corporation,Distribution services,Wholesale distributors
KNBHF,Knorr Bremse Ag,Producer manufacturing,Auto parts: OEM
FINMF,Leonardo S.P.A.,Electronic technology,Aerospace & defense
AAVMY,Abn Amro BK N V,Finance,Major banks
CPB,Campbell Soup Company,Consumer non-durables,Food: specialty/candy
RNR,RenaissanceRe Holdings Ltd.,Finance,Property/Casualty insurance
RNR/PF,"RenaissanceRe Holdings Ltd. Depositary Shares, each Representing a 1/1,000th Interest in a 5.750% Series F Preference Share",Finance,Property/Casualty insurance
RNR/PG,"RenaissanceRe Holdings Ltd. Depositary Shares, each representing a 1/1,000th interest in a share of 4.20% Series G Preference Shares",Finance,Property/Casualty insurance
AKRBF,Aker BP Asa,Energy minerals,Integrated oil
FLEX,Flex Ltd.,Electronic technology,Electronic production equipment
NCBDY,"Bandai Namco Holdings, Inc.",Consumer durables,Recreational products
GRBMF,Grupo Bimbo S.A.B. de C.V.,Consumer non-durables,Food: specialty/candy
BDOUY,BDO Unibank Inc.,Finance,Major banks
BDWBF,BUDWEISER BREWING CO APAC LTD.,Consumer non-durables,Beverages: alcoholic
EVRG,"Evergy, Inc.",Utilities,Electric utilities
SGGEF,Sage Group plc (The),Technology services,Packaged software
FOJCF,Fortum Oyj,Utilities,Alternative power generation
GLPI,"Gaming and Leisure Properties, Inc.",Finance,Real estate investment trusts
CE,Celanese Corporation,Process industries,Chemicals: specialty
PMCUF,"Pro Medicus, Ltd.",Health services,Services to the health industry
JHIUF,James Hardie Industries plc,Non-energy minerals,Construction materials
JHX,James Hardie Industries plc,Non-energy minerals,Construction materials
OMVJF,OMV AG,Energy minerals,Integrated oil
ARCC,Ares Capital Corporation,Finance,Investment managers
NPXYY,Nippon Sanso Holdings Corp.,Process industries,Chemicals: specialty
JBSAY,JBS S.A.,Consumer non-durables,Food: meat/fish/dairy
FFIV,"F5, Inc.",Technology services,Packaged software
BDULF,"Bangkok Dusit Medical Services Public Co., Ltd.",Health services,Hospital/Nursing management
BDWBY,BUDWEISER BREWING CO APAC LTD.,Consumer non-durables,Beverages: alcoholic
ICAGY,International Consolidated Airlines Group SA,Transportation,Airlines
EWBC,"East West Bancorp, Inc.",Finance,Regional banks
LAMR,Lamar Advertising Company,Finance,Real estate investment trusts
BMBOY,Grupo Bimbo S.A.B. de C.V.,Consumer non-durables,Food: specialty/candy
NCLTF,"Nitori Holdings Co., Ltd.",Retail trade,Specialty stores
